,lisa_night,lisa_morning_peak,lisa_morning_offpeak,lisa_lunch_hours,lisa_afternoon_offpeak,lisa_evening_peak,lisa_evening_offpeak,lisa_late_night
1052,NS,NS,NS,NS,NS,NS,NS,NS
1053,NS,NS,NS,NS,NS,NS,NS,NS
1054,NS,NS,NS,NS,NS,NS,NS,NS
1055,NS,NS,NS,NS,NS,NS,NS,NS
1056,NS,NS,NS,NS,NS,NS,NS,NS
1057,NS,NS,NS,NS,HL,NS,NS,NS
1058,NS,NS,NS,NS,NS,NS,NS,NS
1059,NS,HH,NS,NS,NS,NS,NS,NS
1060,NS,NS,NS,NS,NS,NS,NS,NS
1061,NS,NS,NS,NS,NS,NS,NS,NS
1062,NS,NS,NS,NS,NS,NS,NS,NS
1063,NS,HH,NS,NS,NS,NS,NS,NS
1064,NS,NS,NS,NS,NS,HH,NS,NS
1065,NS,NS,NS,NS,NS,NS,NS,NS
1066,NS,NS,NS,NS,NS,NS,NS,NS
1067,NS,NS,NS,NS,NS,NS,NS,NS
1068,NS,NS,NS,NS,NS,NS,NS,NS
1069,NS,NS,NS,NS,NS,NS,NS,NS
1070,HL,NS,NS,NS,HL,NS,NS,NS
1071,NS,NS,NS,NS,NS,NS,NS,NS
1072,NS,NS,NS,NS,NS,NS,NS,NS
1073,NS,NS,NS,NS,NS,NS,NS,NS
1074,NS,NS,NS,NS,NS,NS,NS,NS
1075,NS,NS,NS,NS,NS,NS,NS,NS
