,lisa_night,lisa_morning_peak,lisa_morning_offpeak,lisa_lunch_hours,lisa_afternoon_offpeak,lisa_evening_peak,lisa_evening_offpeak,lisa_late_night
1570,NS,LL,NS,NS,LL,NS,LL,NS
1571,NS,LL,LL,LL,LL,NS,LL,NS
1572,NS,NS,LL,LL,NS,NS,LL,NS
1573,NS,NS,LH,NS,NS,LL,HH,NS
1574,LL,NS,NS,HH,NS,NS,LL,NS
1575,LL,NS,LL,NS,NS,NS,LL,NS
1576,NS,NS,NS,LL,NS,NS,LL,LL
1577,NS,NS,NS,NS,LL,LH,LL,LH
1578,LL,NS,NS,NS,LL,LL,LL,NS
1579,LH,LL,NS,NS,NS,LL,LL,NS
1580,NS,LL,NS,HH,NS,HH,HH,NS
1581,LH,HH,NS,LH,LL,NS,NS,LL
1582,NS,LH,LL,NS,LL,NS,NS,NS
1583,NS,HH,LL,NS,LH,NS,LL,LL
1584,NS,NS,LL,LL,NS,NS,LL,NS
1585,HH,NS,HH,LL,LL,NS,LH,NS
1586,NS,NS,HH,LL,NS,LL,LH,NS
1587,NS,NS,NS,NS,NS,LL,HH,NS
1588,NS,HH,HH,HH,NS,LL,NS,NS
1589,NS,NS,LH,NS,LH,LL,NS,NS
1590,NS,HH,NS,HH,NS,LL,NS,NS
1591,NS,LL,NS,HH,LL,LL,LH,LL
1592,LL,NS,HH,NS,LL,HH,NS,LL
1593,LL,NS,HH,LL,LL,HH,NS,LL
1594,LL,LH,HH,HH,LL,LL,NS,NS
1595,LL,HH,NS,HH,HH,LL,NS,NS
1596,NS,NS,NS,NS,NS,LL,HL,NS
1597,NS,NS,NS,NS,HH,LL,NS,NS
1598,LL,NS,NS,NS,LL,NS,NS,LL
1599,NS,NS,NS,NS,NS,NS,NS,NS
1600,LL,NS,NS,NS,HH,HH,LL,LL
1601,NS,LL,NS,NS,LL,NS,NS,NS
1602,NS,HH,NS,NS,LL,NS,NS,LL
1603,NS,HH,NS,NS,LL,LL,NS,LL
1604,NS,NS,NS,NS,LL,NS,NS,LL
1605,NS,NS,LH,NS,NS,HH,HH,NS
1606,NS,HH,LL,LH,NS,NS,LL,NS
1607,NS,NS,NS,LL,HH,NS,LL,NS
1608,LL,NS,NS,NS,NS,HH,NS,NS
1609,LH,HH,LL,NS,NS,NS,LL,NS
1610,NS,LL,LL,LL,NS,NS,LL,NS
1611,HH,NS,LL,LL,NS,NS,LL,HH
1612,NS,NS,NS,LL,HH,LL,LL,NS
1613,NS,LL,HH,NS,LH,LL,NS,NS
1614,NS,NS,HH,NS,LL,NS,NS,LL
1615,LH,NS,LL,LH,NS,NS,NS,LL
1616,LL,HL,LL,LL,LH,NS,NS,LL
1617,NS,NS,NS,LL,LL,NS,NS,LL
1618,LH,NS,NS,NS,LL,NS,NS,LL
1619,LH,NS,NS,NS,LL,NS,NS,NS
1620,HH,LL,HL,NS,NS,NS,NS,NS
1621,NS,LL,LL,LL,NS,LL,LL,LL
1622,LL,NS,LL,LL,LL,LL,LL,NS
1623,LL,NS,LL,LL,LL,NS,LH,NS
1624,LL,HL,HH,HH,NS,LL,NS,HH
1625,NS,LL,LL,NS,NS,NS,NS,NS
1626,NS,NS,LL,LL,NS,NS,NS,NS
1627,LL,NS,LL,LL,LL,NS,NS,NS
1628,NS,NS,NS,LL,LL,NS,NS,NS
1629,LL,NS,NS,NS,LL,HH,LH,LL
1630,LL,LH,NS,NS,HH,LL,LL,LL
1631,NS,NS,NS,NS,LL,LL,NS,NS
1632,NS,NS,NS,NS,LL,NS,LH,NS
1633,NS,NS,LL,NS,LL,LL,NS,HH
1634,NS,LL,LL,NS,LL,LL,HH,LL
1635,NS,NS,LL,LL,LL,LL,NS,NS
1636,NS,NS,HH,LL,LL,LH,NS,HH
1637,NS,NS,LH,NS,NS,LL,NS,NS
1638,NS,NS,HH,LH,NS,NS,LL,LH
1639,NS,LH,NS,HH,NS,NS,NS,LH
1640,NS,NS,NS,NS,LL,NS,HH,NS
1641,HH,NS,NS,NS,LL,LH,NS,NS
1642,HL,NS,NS,NS,HH,LL,NS,HH
1643,LL,HH,NS,NS,LH,NS,NS,HH
1644,NS,LL,NS,NS,HH,LL,NS,NS
1645,NS,NS,NS,LL,HL,NS,NS,NS
1646,LL,NS,HH,HH,NS,NS,NS,LH
1647,NS,NS,NS,NS,NS,NS,LL,NS
1648,NS,NS,NS,NS,NS,LL,NS,NS
1649,NS,NS,LH,HH,NS,LL,HH,LL
1650,NS,NS,HL,NS,NS,NS,HH,LL
1651,NS,NS,NS,NS,NS,LL,NS,LL
1652,NS,LL,NS,NS,NS,NS,NS,LL
1653,NS,NS,NS,NS,HH,NS,LL,HH
1654,NS,HH,LL,LL,HH,LL,NS,NS
1655,NS,NS,HH,HH,NS,LL,NS,LL
1656,NS,NS,NS,NS,NS,LH,NS,NS
1657,NS,NS,NS,NS,HL,NS,NS,LL
1658,NS,LL,HH,HH,LL,LL,NS,LL
1659,LL,NS,NS,NS,NS,NS,NS,LL
1660,LL,NS,NS,NS,NS,NS,NS,NS
1661,LL,NS,HH,HH,LL,NS,HH,NS
1662,LL,NS,LL,LL,HH,NS,LL,NS
1663,HH,NS,LL,NS,LL,NS,NS,NS
1664,NS,NS,NS,NS,NS,NS,NS,NS
1665,NS,NS,HL,HL,HH,NS,LH,LL
1666,HH,LL,NS,LL,LL,LL,HH,NS
1667,NS,LL,NS,HL,LL,LL,NS,HH
1668,NS,LL,NS,NS,HH,LL,LL,NS
1669,NS,LH,LL,NS,LL,LL,NS,HH
1670,NS,HH,LL,LL,LL,NS,HH,NS
1671,NS,NS,LL,LL,HH,NS,HH,NS
1672,NS,NS,NS,LL,NS,HH,NS,LH
1673,LH,NS,NS,NS,HL,HH,NS,LL
1674,HH,HL,LL,NS,LL,NS,NS,NS
1675,HH,NS,NS,LL,HL,LL,NS,HH
1676,HH,LH,NS,NS,LL,HH,LH,LH
1677,NS,HH,LL,NS,LL,LL,LL,HH
1678,NS,NS,LL,LL,NS,LL,HL,NS
1679,NS,LH,LH,LL,LL,LL,LL,LL
1680,NS,NS,NS,LH,HL,LL,LL,NS
1681,HH,NS,NS,NS,LL,NS,HH,LL
1682,LH,LH,NS,NS,NS,HH,HH,NS
1683,NS,LL,HL,LL,NS,NS,NS,NS
1684,NS,NS,NS,NS,LL,NS,NS,LL
1685,NS,LL,NS,LH,LL,NS,NS,LL
1686,LH,LL,NS,NS,NS,LH,NS,LL
1687,NS,HH,NS,NS,LL,NS,NS,LL
1688,NS,HH,NS,LH,LL,NS,NS,LL
1689,NS,NS,LH,HH,NS,LH,NS,LL
1690,NS,NS,NS,NS,NS,LL,NS,LL
1691,NS,NS,NS,NS,NS,LL,LL,NS
1692,NS,NS,NS,NS,NS,LL,LL,HH
1693,NS,NS,NS,HH,NS,NS,NS,NS
1694,LH,NS,HH,NS,NS,HH,NS,NS
1695,NS,LL,LL,NS,NS,NS,NS,NS
1696,NS,LL,NS,HH,LL,LL,LL,NS
1697,NS,LL,NS,LL,NS,LL,NS,NS
1698,LL,NS,HH,LL,LH,NS,LL,HH
1699,LL,NS,LL,NS,HH,NS,NS,NS
1700,NS,NS,LL,NS,NS,NS,NS,LL
1701,LL,NS,NS,HH,NS,HL,NS,NS
1702,NS,NS,NS,NS,NS,LL,NS,NS
1703,NS,LL,NS,LL,HH,LL,HH,NS
1704,HH,NS,NS,NS,LL,LL,NS,LL
1705,NS,NS,LL,NS,NS,HH,NS,HH
1706,NS,NS,NS,NS,HH,LL,LL,NS
1707,NS,NS,NS,HL,LL,LL,LL,HH
1708,LH,HH,NS,LL,LL,LL,LL,NS
1709,LL,NS,LL,NS,NS,NS,NS,HH
1710,NS,NS,NS,LL,NS,NS,NS,NS
1711,LL,NS,LL,NS,HH,NS,NS,NS
1712,NS,NS,NS,NS,NS,NS,NS,NS
1713,NS,NS,NS,NS,LL,NS,NS,NS
1714,NS,NS,NS,NS,NS,LL,NS,NS
1715,NS,NS,NS,NS,NS,LL,LL,LL
1716,NS,NS,NS,LL,NS,LL,LL,LL
1717,LL,NS,NS,NS,NS,NS,LL,LL
1718,HH,NS,LL,LL,NS,LH,NS,LL
1719,LL,HH,NS,LL,LL,HH,LL,LL
1720,NS,LL,LL,LH,LL,NS,NS,HH
1721,LL,LL,LL,HH,LL,NS,NS,NS
1722,LH,LL,LH,NS,NS,NS,NS,NS
1723,NS,NS,HH,LL,HL,LH,LH,NS
1724,NS,LL,NS,NS,NS,NS,NS,LH
1725,LH,NS,LL,HL,NS,NS,NS,NS
1726,LL,NS,NS,HH,NS,NS,HH,NS
1727,LL,NS,HH,HH,LL,NS,LL,NS
1728,LH,NS,HH,NS,NS,HH,NS,NS
1729,HH,NS,NS,NS,LL,HL,LL,NS
1730,LH,NS,NS,NS,LL,NS,LL,HH
1731,LL,NS,NS,NS,LH,NS,LL,NS
1732,LL,HH,NS,LH,NS,NS,LL,HH
1733,NS,NS,LH,LL,NS,NS,LL,HH
1734,LL,NS,LL,NS,LL,LL,LL,HH
1735,NS,NS,NS,NS,NS,HH,NS,NS
1736,NS,LL,LL,LL,HL,LL,NS,NS
1737,LL,LL,LL,HH,NS,NS,NS,NS
1738,LL,LL,HH,HH,HH,NS,NS,NS
1739,LL,LL,HH,NS,HH,NS,NS,HH
1740,LL,LL,NS,NS,NS,HH,LL,LH
1741,LL,LL,NS,NS,NS,NS,NS,LL
1742,NS,NS,NS,NS,NS,NS,NS,NS
1743,NS,NS,NS,NS,NS,HL,LL,NS
1744,NS,NS,NS,NS,LH,HL,LL,LH
1745,NS,NS,NS,LL,HH,LL,LL,NS
1746,LL,NS,LL,LL,LL,HL,NS,NS
1747,LL,LL,LL,LL,NS,NS,NS,LL
1748,NS,NS,LL,NS,LL,LL,LL,NS
1749,NS,NS,NS,NS,LL,NS,NS,HH
1750,NS,NS,NS,NS,HH,NS,HH,NS
1751,NS,NS,NS,LL,HH,LL,NS,LL
1752,NS,NS,LL,NS,NS,LL,NS,NS
1753,LL,NS,NS,LL,NS,NS,NS,LL
1754,HH,NS,LL,NS,NS,LH,NS,NS
1755,LL,NS,NS,NS,NS,NS,NS,NS
1756,NS,NS,NS,NS,NS,NS,HH,LL
1757,NS,HH,NS,NS,NS,NS,NS,LL
1758,HH,NS,NS,HH,LL,NS,LH,LL
1759,NS,NS,HH,NS,LL,LL,NS,LL
1760,NS,NS,NS,NS,LL,LL,HH,NS
1761,NS,NS,NS,NS,NS,LH,LH,NS
1762,NS,NS,NS,LL,NS,LL,NS,HH
1763,NS,HH,LL,LL,NS,NS,NS,NS
1764,NS,NS,LL,NS,NS,NS,LL,NS
1765,NS,NS,HH,NS,LL,HH,LL,NS
1766,HH,NS,NS,NS,NS,NS,LL,LL
1767,NS,LH,NS,NS,LL,NS,LL,NS
1768,LL,NS,NS,NS,NS,LH,HH,LH
1769,NS,NS,NS,HH,NS,NS,NS,LL
1770,NS,NS,NS,LL,NS,NS,LL,LH
1771,LH,LL,HH,LL,NS,LH,NS,LL
1772,NS,LL,HH,LL,NS,HH,NS,NS
1773,LL,LL,LL,NS,NS,NS,LL,NS
1774,NS,LL,LL,LL,NS,NS,LL,NS
1775,NS,LL,LL,NS,NS,NS,NS,NS
1776,NS,NS,HH,NS,NS,HH,NS,NS
1777,HH,NS,NS,NS,LL,NS,NS,LL
1778,NS,NS,LL,NS,HH,NS,NS,LL
1779,LH,NS,NS,NS,NS,NS,NS,LH
1780,NS,NS,NS,NS,NS,HH,LL,LL
1781,HL,LL,NS,NS,LH,NS,HH,LH
1782,LH,LL,LH,HH,NS,NS,NS,NS
1783,NS,NS,NS,NS,NS,NS,HH,NS
1784,HH,NS,NS,NS,LL,NS,NS,LH
1785,NS,NS,HH,LL,NS,NS,NS,NS
1786,NS,NS,NS,LL,LL,NS,HH,LL
1787,NS,NS,NS,LL,LL,LL,HH,HH
1788,NS,NS,NS,LL,LL,NS,HH,HH
1789,LL,LL,NS,LL,NS,NS,HH,LL
1790,NS,HH,LL,LL,LL,NS,NS,LL
1791,NS,NS,LL,LL,NS,NS,NS,NS
1792,NS,HH,LL,NS,NS,NS,NS,LL
1793,NS,NS,LL,NS,NS,NS,HH,NS
1794,NS,NS,LL,NS,NS,NS,NS,NS
1795,NS,NS,LL,NS,NS,LL,NS,LL
1796,NS,LH,NS,LL,NS,LL,LL,LL
1797,NS,NS,NS,NS,NS,LL,LL,NS
1798,NS,NS,NS,NS,NS,NS,NS,NS
1799,HH,NS,NS,NS,HH,NS,NS,NS
1800,NS,NS,NS,NS,HH,HL,NS,NS
1801,NS,NS,NS,NS,NS,NS,HH,NS
1802,NS,NS,NS,LL,LL,NS,LL,NS
1803,NS,NS,NS,NS,LL,NS,NS,NS
1804,NS,NS,NS,NS,LL,LL,LL,LL
1805,NS,LL,NS,LL,LL,LL,NS,LL
1806,NS,LL,LL,NS,LL,LL,NS,NS
1807,NS,LL,NS,LH,LL,LH,LL,NS
1808,NS,NS,NS,HH,NS,HH,NS,NS
1809,NS,HH,LL,NS,NS,NS,NS,NS
1810,NS,LL,NS,NS,NS,LL,LL,LH
1811,NS,NS,LH,NS,NS,NS,LL,LL
1812,NS,LL,NS,LH,NS,HH,NS,HH
1813,NS,NS,NS,NS,NS,HH,NS,LL
1814,NS,NS,NS,HH,NS,NS,NS,NS
1815,NS,NS,NS,NS,NS,NS,NS,NS
1816,LL,LL,NS,NS,NS,NS,NS,NS
1817,NS,LL,HH,NS,NS,NS,NS,HH
1818,NS,NS,NS,LH,LL,LH,HH,NS
1819,NS,NS,NS,NS,NS,LL,NS,NS
1820,NS,NS,NS,LH,NS,NS,LL,NS
1821,NS,HH,NS,LL,LL,HL,NS,NS
1822,LL,HH,HH,NS,NS,NS,HH,NS
1823,LL,NS,NS,LL,HH,LL,NS,NS
1824,NS,NS,NS,LL,NS,HH,NS,NS
1825,NS,NS,HH,LL,NS,HH,NS,NS
1826,NS,NS,HH,NS,NS,NS,HH,NS
1827,NS,LH,NS,HH,LH,NS,NS,NS
1828,NS,HH,LL,NS,NS,NS,NS,NS
1829,NS,NS,LL,LL,HL,NS,NS,LH
1830,HH,NS,LL,NS,NS,NS,NS,HH
1831,NS,LL,LL,NS,HH,NS,NS,NS
1832,HH,NS,NS,LL,NS,NS,HH,LL
1833,NS,NS,NS,LL,NS,LL,NS,NS
1834,NS,NS,LL,NS,NS,LL,NS,NS
1835,NS,NS,NS,NS,HH,NS,NS,NS
1836,NS,NS,NS,NS,LH,NS,NS,HH
1837,NS,NS,LL,NS,NS,NS,NS,NS
1838,NS,NS,NS,NS,LH,LL,NS,HH
1839,NS,NS,NS,NS,NS,NS,NS,NS
1840,LL,NS,NS,LL,LL,LL,LL,HL
1841,NS,NS,NS,HH,LL,NS,NS,LH
1842,NS,NS,NS,NS,LL,NS,NS,NS
1843,NS,HH,NS,HH,NS,NS,HL,HH
1844,NS,LL,LL,NS,NS,NS,HH,NS
1845,NS,LL,HH,NS,LL,HH,NS,LL
1846,NS,NS,NS,LH,NS,NS,HH,NS
1847,NS,NS,HH,NS,NS,NS,NS,NS
1848,NS,NS,NS,NS,LL,NS,NS,LL
1849,LL,NS,NS,NS,LL,HH,NS,NS
1850,NS,NS,HH,HH,NS,LL,NS,NS
1851,HL,LL,HH,NS,NS,LL,NS,NS
1852,NS,NS,LL,NS,NS,NS,NS,NS
1853,NS,NS,NS,NS,HH,NS,NS,HH
1854,NS,HL,NS,LL,NS,NS,NS,NS
1855,NS,HH,NS,LL,NS,NS,HH,NS
1856,NS,NS,NS,NS,LL,NS,HH,NS
1857,LL,NS,NS,NS,HH,NS,NS,NS
1858,NS,HH,NS,NS,NS,HH,HH,NS
1859,NS,NS,LL,HH,NS,HH,HH,HH
1860,NS,NS,LL,LL,NS,LL,HH,LL
1861,NS,LL,NS,NS,NS,LL,NS,NS
1862,NS,NS,NS,LL,NS,LL,NS,NS
1863,NS,NS,NS,LL,HH,HH,NS,LH
1864,HL,NS,NS,LL,HH,NS,NS,NS
1865,NS,HH,LL,NS,NS,LL,NS,NS
1866,LL,HH,NS,LL,NS,NS,HH,NS
1867,NS,NS,LL,LL,NS,NS,LH,NS
1868,NS,HH,LL,NS,HH,HH,LL,NS
1869,NS,HH,NS,NS,NS,NS,NS,NS
1870,HH,HH,NS,NS,NS,NS,NS,NS
1871,LL,NS,NS,HL,NS,NS,NS,NS
1872,NS,NS,LL,NS,LL,NS,LH,LH
1873,NS,NS,NS,NS,HH,HH,NS,NS
1874,LL,NS,NS,NS,NS,NS,NS,NS
1875,LH,NS,NS,NS,NS,NS,NS,NS
1876,NS,HH,NS,NS,NS,NS,NS,LL
1877,LL,LH,NS,HH,HH,LL,NS,LL
1878,NS,LL,NS,HH,LL,LL,NS,NS
1879,NS,NS,NS,LL,LL,LL,HH,HH
1880,NS,NS,NS,NS,LL,LL,NS,NS
1881,NS,LH,HH,NS,LL,LL,LL,LL
1882,NS,NS,NS,NS,NS,LL,LH,LL
1883,NS,NS,NS,NS,NS,NS,LL,NS
1884,NS,LL,LL,NS,LL,NS,HH,NS
1885,NS,NS,NS,HH,LL,NS,NS,NS
1886,HH,HH,NS,NS,NS,NS,NS,NS
1887,NS,HH,NS,NS,NS,NS,LL,NS
1888,NS,HH,NS,HH,NS,NS,LL,LH
1889,NS,HH,NS,NS,HL,NS,LL,HH
1890,NS,NS,HH,NS,NS,NS,NS,NS
1891,NS,LL,NS,NS,NS,NS,NS,NS
1892,LL,NS,NS,HH,NS,NS,LL,NS
1893,NS,NS,NS,NS,NS,LL,HH,NS
1894,NS,NS,NS,NS,NS,NS,HH,NS
1895,NS,NS,NS,NS,NS,NS,NS,NS
1896,NS,NS,HH,NS,NS,LL,NS,NS
1897,NS,LL,NS,NS,LL,NS,NS,NS
1898,NS,LL,NS,NS,NS,LH,NS,NS
1899,NS,NS,NS,LL,NS,NS,LH,NS
1900,NS,NS,NS,NS,NS,NS,LL,LL
1901,NS,NS,NS,NS,NS,NS,LH,NS
1902,NS,HH,NS,HL,NS,LH,LL,NS
1903,NS,HH,NS,HH,HH,NS,NS,NS
1904,NS,HH,LL,NS,NS,NS,LL,NS
1905,NS,NS,NS,NS,NS,HH,LL,NS
1906,LH,NS,NS,HH,NS,NS,NS,NS
1907,NS,NS,HL,NS,NS,NS,NS,NS
1908,LL,LH,HH,NS,NS,NS,LL,NS
1909,NS,NS,NS,NS,HH,HH,HH,LL
1910,LL,HH,HH,NS,NS,LH,HH,LL
1911,NS,LL,NS,LH,NS,NS,LL,HL
1912,NS,NS,HH,NS,NS,NS,NS,NS
1913,LH,LL,NS,HH,NS,LL,LL,NS
1914,NS,LL,NS,HH,NS,LL,LH,NS
1915,NS,NS,NS,NS,NS,LL,NS,NS
1916,NS,NS,NS,HH,NS,LL,NS,NS
1917,NS,LL,NS,HH,NS,NS,NS,LL
1918,LH,NS,NS,HH,NS,HH,NS,NS
1919,NS,LL,HH,LH,NS,NS,LL,NS
1920,NS,NS,HH,NS,HL,LL,HH,NS
1921,NS,LL,NS,NS,HH,NS,HH,NS
1922,NS,LH,NS,NS,HH,NS,HH,HH
1923,LL,NS,HH,HH,NS,LL,LL,NS
1924,NS,NS,HH,LH,HH,NS,LL,NS
1925,LH,NS,HH,LL,NS,NS,NS,HL
1926,NS,LL,LH,NS,NS,NS,LL,NS
1927,NS,LL,NS,NS,NS,NS,NS,LL
1928,LL,LH,NS,NS,NS,NS,LL,NS
1929,NS,NS,NS,NS,NS,NS,LL,NS
1930,NS,HH,HH,NS,NS,LL,LL,NS
1931,LL,LL,LH,LL,LH,NS,NS,NS
1932,NS,LL,LL,LL,NS,HH,NS,LL
1933,NS,NS,NS,NS,HH,LH,NS,NS
1934,NS,LL,NS,HH,NS,HH,NS,NS
1935,NS,NS,LH,HH,HH,NS,NS,LL
1936,NS,NS,NS,NS,HH,NS,NS,NS
1937,NS,LL,NS,LL,NS,NS,NS,NS
1938,NS,LL,LL,LH,NS,HH,NS,NS
1939,NS,NS,NS,NS,LH,HH,NS,LL
1940,NS,NS,NS,NS,NS,HH,HH,NS
1941,NS,NS,HH,NS,NS,NS,NS,NS
1942,LL,NS,HH,LL,NS,NS,NS,NS
1943,NS,NS,HH,LL,HH,NS,NS,NS
1944,NS,NS,NS,LL,LH,NS,NS,LH
1945,HH,NS,LL,NS,LL,NS,LL,NS
1946,HH,LL,LH,NS,NS,NS,HH,NS
1947,NS,LL,NS,LL,NS,LL,NS,NS
1948,NS,NS,NS,LH,NS,LL,NS,NS
1949,NS,NS,NS,HH,NS,HH,NS,NS
1950,NS,NS,NS,HH,NS,NS,NS,NS
1951,NS,NS,LL,NS,NS,HL,HH,NS
1952,NS,NS,LL,LL,NS,NS,NS,NS
1953,HH,LL,NS,NS,HH,HH,NS,LL
1954,NS,HH,NS,LH,HH,LL,NS,NS
1955,NS,LL,NS,NS,NS,NS,NS,NS
1956,NS,NS,LH,LH,LL,LL,NS,NS
1957,HH,NS,HH,LL,LH,NS,NS,NS
1958,NS,NS,HH,NS,NS,NS,NS,NS
1959,LL,LL,NS,LL,NS,LL,NS,NS
1960,NS,NS,LL,LL,NS,NS,LH,LH
1961,NS,NS,NS,NS,LL,HH,LL,LL
1962,NS,NS,LH,NS,LL,NS,NS,NS
1963,NS,NS,NS,LL,LL,LL,NS,NS
1964,NS,NS,NS,LL,LL,NS,LH,NS
1965,NS,LL,LL,NS,NS,NS,NS,NS
1966,NS,NS,NS,LL,NS,NS,LL,NS
1967,NS,NS,NS,LH,LH,NS,NS,NS
1968,HH,LL,NS,NS,HH,NS,HL,HH
1969,NS,NS,NS,NS,HH,NS,NS,NS
1970,NS,NS,NS,NS,NS,NS,HH,LL
1971,NS,LH,LL,NS,LL,NS,NS,NS
1972,LL,NS,HH,LL,NS,HH,HH,NS
1973,LL,LL,LL,HH,LH,HH,LL,NS
1974,NS,NS,NS,NS,NS,HH,LL,NS
1975,NS,NS,LL,HH,HH,LL,LH,NS
1976,LL,NS,LH,LL,LL,NS,NS,NS
1977,NS,HH,NS,LL,NS,NS,NS,NS
1978,NS,NS,NS,NS,LL,NS,NS,NS
1979,LH,NS,NS,LL,LL,NS,NS,NS
1980,HH,LL,LL,NS,NS,NS,NS,NS
1981,NS,LL,LL,NS,NS,HH,NS,HH
1982,NS,LH,HH,LL,LL,NS,LL,NS
1983,NS,NS,HH,LL,LL,NS,NS,LH
1984,NS,HH,HH,NS,NS,NS,NS,NS
1985,NS,LL,HH,NS,LL,HH,NS,NS
1986,NS,LL,LL,NS,LH,NS,NS,NS
1987,NS,NS,LL,NS,NS,HH,NS,LH
1988,HH,NS,NS,NS,NS,NS,NS,LL
1989,NS,LL,LL,NS,NS,NS,LH,NS
1990,NS,NS,NS,NS,NS,NS,NS,NS
1991,NS,NS,NS,NS,LL,NS,NS,LH
1992,NS,HH,LL,NS,HH,NS,NS,NS
1993,NS,NS,LL,NS,HH,NS,NS,LL
1994,NS,NS,NS,NS,HH,LL,NS,LL
1995,NS,NS,NS,NS,HH,LL,NS,LL
1996,NS,NS,NS,NS,LL,NS,LL,LL
1997,NS,NS,NS,NS,LL,NS,NS,LL
1998,NS,NS,NS,NS,NS,HL,HH,NS
1999,NS,NS,NS,LL,LL,HH,NS,NS
2000,LL,NS,NS,HH,NS,NS,LH,NS
2001,LL,LL,NS,LL,NS,NS,NS,NS
2002,NS,NS,LL,NS,LL,NS,NS,NS
2003,NS,HH,LL,NS,LL,HH,NS,NS
2004,NS,NS,NS,NS,NS,NS,NS,LH
2005,NS,NS,NS,HH,NS,NS,NS,NS
2006,NS,NS,NS,NS,NS,NS,NS,NS
2007,NS,NS,NS,NS,NS,NS,NS,NS
2008,NS,NS,NS,NS,NS,NS,NS,LL
2009,LL,NS,LL,NS,NS,NS,NS,NS
2010,LH,NS,HH,LH,NS,NS,LH,NS
2011,NS,NS,LL,NS,LL,NS,NS,NS
2012,NS,NS,NS,NS,LL,HH,NS,NS
2013,NS,NS,NS,NS,NS,NS,NS,NS
2014,NS,NS,HH,HH,NS,NS,NS,NS
2015,NS,NS,LL,LL,NS,NS,LL,NS
2016,HH,NS,NS,LH,NS,NS,LL,HH
2017,HH,NS,NS,NS,NS,HH,NS,HH
2018,NS,NS,NS,LH,LL,NS,HH,NS
2019,NS,HH,LH,NS,NS,NS,NS,NS
2020,NS,NS,LH,NS,NS,NS,LL,HH
2021,LL,NS,NS,NS,NS,NS,LL,NS
2022,NS,LL,NS,NS,NS,NS,HH,NS
2023,NS,NS,HH,NS,NS,HH,NS,NS
2024,NS,NS,NS,HH,NS,LH,NS,NS
2025,NS,NS,LH,NS,LL,NS,HH,NS
2026,NS,LH,NS,HH,LL,LL,HH,NS
2027,LL,NS,LH,HH,NS,NS,NS,NS
2028,NS,LL,NS,LL,NS,NS,NS,NS
2029,NS,LL,NS,LL,NS,LH,NS,NS
2030,NS,NS,NS,LH,LH,NS,HH,NS
2031,NS,NS,NS,NS,NS,NS,NS,NS
2032,LL,LH,NS,HH,NS,LL,HH,NS
2033,LH,LH,HH,LL,NS,NS,HH,NS
2034,LL,NS,NS,LL,NS,HH,LH,NS
2035,NS,NS,HH,NS,NS,HH,NS,LL
2036,LL,LH,HH,NS,LH,HH,HH,LL
2037,LL,HH,LL,LL,NS,NS,NS,NS
2038,LL,NS,LL,NS,LH,LL,NS,LH
2039,LL,HH,LH,NS,NS,LH,HH,LL
2040,NS,NS,NS,NS,NS,NS,NS,NS
2041,NS,NS,HH,NS,NS,NS,NS,NS
2042,NS,NS,LL,NS,NS,NS,NS,NS
2043,LL,NS,LL,NS,NS,LL,LL,NS
2044,NS,NS,NS,NS,HH,LL,NS,NS
2045,NS,NS,NS,NS,NS,LL,NS,NS
2046,LL,NS,LL,NS,HH,NS,LL,HL
2047,LL,NS,NS,NS,LL,NS,NS,NS
2048,NS,NS,NS,LL,LL,LL,NS,LL
2049,NS,LL,HH,NS,LH,LL,NS,NS
2050,NS,NS,NS,NS,NS,LH,NS,NS
2051,NS,NS,NS,LH,NS,HH,NS,NS
2052,LL,NS,HH,LL,LL,HH,NS,HH
2053,NS,NS,NS,LL,LL,HH,NS,NS
2054,LH,NS,NS,HH,NS,NS,LL,NS
2055,NS,NS,NS,NS,NS,LL,LL,NS
2056,NS,NS,NS,NS,LL,NS,LL,HH
2057,NS,NS,NS,NS,NS,LH,LH,NS
2058,LH,NS,NS,NS,NS,NS,NS,NS
2059,NS,LL,NS,NS,HH,NS,NS,LL
2060,HH,LL,HH,NS,NS,HH,NS,NS
2061,NS,LL,NS,NS,NS,LL,NS,NS
2062,NS,NS,NS,NS,NS,NS,NS,LL
2063,LL,NS,LH,NS,NS,LL,NS,LL
2064,NS,NS,HH,NS,NS,LL,NS,LL
2065,NS,NS,LL,NS,NS,NS,NS,LL
2066,NS,NS,LL,NS,NS,NS,NS,NS
2067,NS,NS,NS,NS,NS,LL,HH,NS
2068,NS,NS,NS,LL,NS,LL,NS,NS
2069,NS,NS,NS,NS,NS,NS,HH,NS
2070,LL,NS,NS,NS,LL,LL,NS,NS
2071,NS,HH,NS,HH,NS,LH,NS,NS
2072,NS,LL,NS,HH,HH,NS,NS,NS
2073,LL,NS,NS,NS,NS,NS,NS,LL
2074,NS,HL,NS,NS,NS,NS,LL,NS
2075,HH,NS,NS,LL,HH,LL,LH,NS
2076,LL,LL,NS,LL,LL,LL,NS,NS
2077,LH,HH,NS,NS,LL,HH,NS,HH
2078,LL,NS,NS,NS,NS,HH,NS,HH
2079,LL,NS,LL,NS,NS,HH,NS,HH
2080,LL,NS,NS,HH,NS,HH,NS,HH
2081,LL,NS,NS,NS,NS,NS,NS,NS
2082,LL,LL,NS,NS,NS,LL,NS,NS
2083,NS,NS,LH,NS,NS,NS,LL,NS
2084,NS,NS,NS,LH,NS,NS,NS,LL
