segment_id,betweenness,closeness,match_dist
1052948631_341991870_4871086539_0,3.150411636951361e-06,3.8645991794062906e-05,0.0
1053020241_1323855912_6768467409_0,1.407899388858023e-06,4.756179341923013e-05,0.0
1053221342_9678998954_9678998955_0,2.1276327087226625e-06,4.16211951261971e-05,0.0
1053249956_6554382351_4789120722_0,0.0012222397595838173,3.448165035050409e-05,0.0
1053249957_4789120708_4789120698_0,9.265619475731097e-05,3.447534605244383e-05,0.0
1053614135_9682645271_4839418052_0,1.1995555331077327e-06,3.889019529842569e-05,1.7529922148390923e-06
1054982268_9694266939_9694266938_0,0.0,4.7403938171091154e-05,0.0
1054987509_7105161165_6907703571_0,1.799333299661599e-06,4.610160242548948e-05,0.0
1055292674_9696885677_9696885678_0,3.788070104550735e-08,4.814583173314783e-05,0.0
1055560454_3255085213_3254733387_0,0.008896857164503258,3.9062343733204944e-05,0.0
1055560456_3255343596_3255343595_0,0.008906832415778575,3.908362793158583e-05,0.0
1055866935_4984156956_4984156959_0,0.0,4.0633364676660616e-05,0.0
10561146_91269557_91269556_0,3.150411636951361e-06,3.9809180812232345e-05,0.0
10561448_8789509647_6615903366_0,0.01231213697661498,4.6363266501642385e-05,0.0
1057595839_1176698639_1176698636_0,9.766907419566644e-06,4.1576329801292514e-05,0.0
1057887719_191505939_9720472877_0,1.9824233547148845e-06,4.282663577667133e-05,0.0
1058434441_5671039628_4768933907_0,0.0,4.468925157953863e-05,0.0
1060205735_2282739509_9740801663_0,0.0025312831456134146,3.2107192916376805e-05,0.0
1060438397_3641708802_6771612062_0,0.0017090446487196323,4.5609011531484416e-05,0.0
1061957763_8785530900_4295642416_0,2.8726198292843072e-05,2.843836456143404e-05,0.0
1062763610_5490370479_7715869781_0,5.973786554876509e-05,3.73719528288163e-05,0.0
1062924122_12527937395_8009809381_0,0.0,4.153188437060079e-05,0.0
1062924122_9764361892_12527937395_0,2.2602151623819383e-06,4.1531589798294364e-05,0.0
1063222212_352444236_309685315_0,0.0014563361785948784,4.638032345905835e-05,0.0
1063299347_13354897799_9767348870_0,9.35968988332744e-05,3.235615802179464e-05,0.0
